employee_id,age,gender,years_at_company,job_role,monthly_income,work_life_balance,job_satisfaction,performance_rating,number_of_promotions,overtime,distance_from_home,education_level,marital_status,number_of_dependents,job_level,company_size,remote_work,leadership_opportunities,innovation_opportunities,company_reputation,employee_recognition,attrition
65550,31,Male,10,Finance,8351,Fair,High,Average,0,No,53,Bachelor’s Degree,Married,2,Entry,Large,No,No,No,Good,Medium,1
59722,29,Male,4,Healthcare,7419,Fair,Very High,Average,0,No,5,Associate Degree,Married,1,Mid,Medium,No,No,No,Fair,Low,0
58351,26,Female,3,Healthcare,7321,Good,High,Average,2,Yes,41,High School,Married,3,Mid,Small,No,No,No,Good,High,1
9831,21,Male,3,Healthcare,9090,Poor,High,Average,0,No,44,Bachelor’s Degree,Single,1,Senior,Small,No,No,Yes,Good,Medium,0
5107,47,Male,19,Healthcare,7557,Good,Very High,Below Average,0,No,29,Master’s Degree,Married,0,Senior,Medium,No,No,No,Good,Low,1
48442,44,Male,17,Healthcare,7852,Good,Medium,Average,0,No,14,Associate Degree,Married,0,Mid,Medium,Yes,No,No,Good,Medium,1
62576,24,Female,6,Technology,7795,Poor,High,High,2,Yes,32,High School,Married,1,Entry,Large,No,No,No,Fair,Low,1
6749,24,Female,4,Media,5353,Fair,Very High,Average,2,No,64,PhD,Single,4,Entry,Small,No,No,Yes,Fair,Low,0
23244,31,Female,10,Healthcare,8528,Good,Very High,High,2,No,31,Associate Degree,Single,1,Mid,Medium,No,No,No,Excellent,Very High,0
27020,35,Female,4,Technology,10228,Poor,High,Average,0,No,49,High School,Single,1,Mid,Medium,No,No,No,Fair,Low,0
4388,53,Male,15,Education,4918,Good,High,Average,1,Yes,69,Associate Degree,Married,4,Mid,Medium,No,No,No,Good,Low,0
70466,38,Male,8,Healthcare,7973,Fair,High,Low,0,Yes,38,Master’s Degree,Married,0,Mid,Medium,No,No,No,Good,High,0
8417,48,Male,13,Healthcare,7175,Poor,High,Below Average,0,No,75,Associate Degree,Married,2,Mid,Medium,No,No,No,Fair,Low,0
72017,37,Female,11,Media,5869,Excellent,Medium,High,0,No,96,Associate Degree,Married,0,Entry,Large,No,No,No,Good,Low,1
57636,44,Female,18,Healthcare,8077,Fair,Very High,High,1,Yes,23,Bachelor’s Degree,Single,2,Entry,Small,Yes,No,No,Good,Low,0
37679,51,Male,30,Healthcare,7340,Excellent,Very High,Average,1,No,21,Bachelor’s Degree,Married,4,Senior,Medium,No,No,No,Poor,High,1
28826,23,Female,5,Technology,7990,Excellent,High,High,1,No,44,Bachelor’s Degree,Single,0,Senior,Medium,Yes,No,Yes,Good,Low,1
1671,58,Male,2,Technology,8080,Poor,Very High,Average,0,No,85,Bachelor’s Degree,Married,0,Mid,Small,No,No,No,Good,High,0
53940,24,Female,3,Technology,8904,Poor,High,Average,1,No,67,Associate Degree,Divorced,4,Mid,Small,Yes,No,No,Good,Medium,1
34958,34,Male,11,Healthcare,9518,Fair,High,Average,0,No,99,Bachelor’s Degree,Married,2,Senior,Medium,Yes,No,No,Good,Medium,1
34421,57,Male,37,Healthcare,6831,Excellent,Very High,Below Average,0,No,78,High School,Married,3,Entry,Medium,No,No,Yes,Good,Medium,0
52120,53,Male,28,Education,5721,Good,High,Average,0,No,14,PhD,Married,3,Mid,Large,No,No,No,Poor,High,1
71167,24,Male,1,Media,6062,Fair,Very High,High,0,Yes,11,Master’s Degree,Divorced,3,Entry,Medium,No,No,No,Good,High,0
4566,48,Male,4,Education,4571,Poor,High,Low,4,No,29,High School,Married,4,Senior,Medium,No,No,Yes,Fair,Low,1
73165,42,Male,5,Media,5704,Fair,Medium,High,2,Yes,92,High School,Married,3,Entry,Small,No,No,No,Good,Very High,0
22380,54,Male,2,Finance,7114,Fair,Very High,Average,1,No,26,Associate Degree,Married,1,Mid,Medium,No,No,No,Poor,Low,0
37553,25,Female,5,Finance,9146,Excellent,Medium,Average,1,No,75,Associate Degree,Divorced,0,Mid,Large,No,No,No,Good,Low,1
55874,31,Female,2,Technology,9197,Fair,High,Below Average,0,No,40,Associate Degree,Single,0,Mid,Medium,No,No,No,Good,Low,0
47635,25,Male,3,Technology,8882,Fair,Very High,Average,1,No,13,Bachelor’s Degree,Married,1,Entry,Large,Yes,No,No,Fair,High,0
49049,49,Male,14,Education,3828,Fair,High,High,0,No,61,Associate Degree,Single,3,Entry,Medium,Yes,No,No,Excellent,Low,0
53280,32,Female,12,Education,4506,Good,High,High,1,Yes,61,High School,Single,1,Mid,Small,No,No,No,Excellent,High,0
34591,57,Male,38,Technology,8455,Good,High,Average,0,No,26,PhD,Married,0,Mid,Small,No,Yes,No,Good,High,1
3983,43,Female,20,Finance,8848,Good,High,Average,1,No,26,Master’s Degree,Single,0,Entry,Medium,No,No,No,Fair,High,0
52870,42,Male,9,Healthcare,8592,Good,Medium,Average,0,Yes,55,High School,Single,0,Entry,Medium,No,No,No,Poor,Medium,0
65694,36,Female,7,Education,2075,Good,High,Below Average,2,Yes,82,Bachelor’s Degree,Single,3,Mid,Small,No,No,No,Good,High,0
61008,38,Female,3,Education,3775,Excellent,Very High,Average,0,No,34,Associate Degree,Single,1,Mid,Large,No,No,No,Fair,High,1
29773,33,Male,7,Technology,10114,Fair,High,High,0,No,53,PhD,Divorced,1,Entry,Medium,No,No,No,Good,Low,0
29910,39,Male,10,Media,6612,Fair,Medium,Below Average,3,No,51,Associate Degree,Married,1,Mid,Large,No,No,No,Good,Medium,0
49862,23,Female,1,Healthcare,6623,Fair,High,Average,0,No,38,Associate Degree,Married,0,Senior,Small,No,No,Yes,Poor,Medium,0
46795,52,Female,17,Finance,6507,Fair,High,Average,0,Yes,27,Associate Degree,Single,1,Entry,Small,No,No,No,Good,Low,0
44795,53,Male,15,Technology,9512,Fair,Medium,Average,1,Yes,50,Associate Degree,Divorced,0,Entry,Large,No,No,No,Good,Medium,0
32775,59,Female,36,Education,4113,Poor,High,High,0,Yes,48,High School,Married,4,Mid,Medium,No,No,Yes,Fair,Medium,0
52838,22,Female,4,Finance,6795,Good,High,Average,0,No,59,Associate Degree,Married,4,Entry,Medium,No,No,No,Excellent,Low,1
41695,22,Male,2,Media,6093,Fair,High,Average,1,Yes,26,Master’s Degree,Divorced,3,Entry,Medium,No,No,No,Good,High,1
40596,34,Male,13,Finance,9017,Fair,High,High,1,No,27,Bachelor’s Degree,Single,2,Mid,Large,No,No,No,Poor,Low,1
19737,40,Female,22,Technology,9203,Good,Medium,Average,2,No,70,Master’s Degree,Married,1,Mid,Large,Yes,No,No,Poor,High,1
62731,28,Female,1,Healthcare,9910,Excellent,High,Average,0,Yes,3,Master’s Degree,Single,2,Mid,Small,No,No,No,Fair,Low,0
38308,47,Male,25,Media,5673,Fair,High,Low,2,Yes,76,Master’s Degree,Divorced,2,Mid,Large,Yes,No,No,Excellent,Low,0
71715,56,Female,31,Media,4968,Good,Very High,Average,1,No,28,Bachelor’s Degree,Married,4,Mid,Small,No,No,No,Good,High,1
18356,28,Male,9,Education,5217,Good,High,Average,2,No,70,Bachelor’s Degree,Single,0,Entry,Large,Yes,No,No,Good,Low,0
47189,30,Male,8,Healthcare,9820,Fair,Medium,Below Average,0,No,59,High School,Married,0,Entry,Small,No,No,No,Good,Low,0
39487,25,Female,4,Healthcare,8322,Fair,High,High,3,Yes,38,Bachelor’s Degree,Single,4,Mid,Medium,No,Yes,No,Good,Very High,0
56688,26,Male,3,Media,4249,Good,High,High,0,No,26,Bachelor’s Degree,Single,3,Mid,Medium,Yes,No,No,Good,Medium,0
21617,42,Male,16,Finance,6061,Poor,High,Average,1,No,5,High School,Married,0,Mid,Medium,No,Yes,No,Good,Low,1
39832,51,Male,27,Education,4506,Good,High,Average,1,Yes,45,Bachelor’s Degree,Divorced,1,Mid,Large,No,No,No,Good,Low,1
50440,21,Male,3,Healthcare,8722,Excellent,High,Average,0,Yes,61,Associate Degree,Single,1,Mid,Large,No,No,No,Excellent,Medium,0
59180,56,Male,14,Media,5686,Good,High,Average,2,No,56,High School,Married,0,Senior,Medium,No,No,Yes,Fair,Medium,1
46946,31,Male,6,Education,3797,Fair,Low,Average,2,No,44,Associate Degree,Single,0,Entry,Medium,Yes,No,No,Good,Low,0
44216,45,Male,14,Healthcare,7612,Fair,High,Average,0,No,58,Associate Degree,Single,0,Entry,Medium,No,No,No,Good,Low,0
8218,26,Male,2,Education,4432,Good,Very High,High,1,No,88,Bachelor’s Degree,Single,0,Mid,Large,No,No,No,Poor,Medium,0
58615,32,Male,13,Healthcare,6960,Good,Low,High,0,Yes,43,Bachelor’s Degree,Single,1,Mid,Small,No,No,Yes,Poor,Medium,1
4208,50,Female,24,Healthcare,8475,Poor,High,Average,2,No,30,Master’s Degree,Divorced,3,Mid,Medium,No,No,No,Excellent,High,0
9283,56,Female,4,Healthcare,10616,Fair,Very High,Average,0,Yes,4,High School,Single,0,Entry,Medium,No,No,Yes,Excellent,High,0
22828,55,Male,16,Media,5572,Good,High,Average,0,No,52,Master’s Degree,Single,1,Entry,Medium,No,No,No,Good,Low,1
4912,57,Female,17,Finance,8591,Fair,Low,Below Average,1,No,78,PhD,Single,6,Mid,Medium,No,No,No,Good,Very High,1
57755,27,Female,8,Technology,10670,Fair,Very High,Average,0,Yes,94,Master’s Degree,Married,3,Entry,Small,No,No,No,Good,Medium,0
56729,38,Female,3,Media,6553,Good,High,Average,1,Yes,94,Bachelor’s Degree,Married,4,Mid,Large,No,No,No,Fair,Very High,1
58212,31,Female,11,Healthcare,8320,Good,High,Below Average,0,Yes,8,PhD,Married,6,Entry,Medium,Yes,No,No,Good,Very High,1
24523,51,Male,22,Finance,8125,Poor,High,Average,1,No,27,Associate Degree,Married,1,Mid,Small,Yes,No,No,Poor,High,0
69159,40,Male,21,Healthcare,7479,Good,High,Average,0,No,70,PhD,Married,0,Mid,Large,No,Yes,No,Good,Low,1
8785,56,Male,4,Education,3401,Fair,Medium,Average,0,Yes,97,Master’s Degree,Single,3,Mid,Large,No,No,No,Good,Medium,0
64781,40,Male,1,Healthcare,6798,Fair,Very High,Average,2,No,20,Bachelor’s Degree,Divorced,0,Mid,Large,No,No,No,Excellent,Medium,0
16308,42,Male,16,Finance,10186,Good,High,Average,1,Yes,35,Associate Degree,Married,4,Mid,Small,No,No,No,Good,Low,1
42744,44,Male,1,Healthcare,8521,Good,Very High,Average,0,No,95,Associate Degree,Married,1,Entry,Medium,Yes,No,Yes,Poor,Medium,1
51144,45,Male,11,Healthcare,9157,Fair,High,Average,0,No,26,Master’s Degree,Married,0,Mid,Large,No,No,Yes,Good,Low,1
52015,50,Female,23,Education,4806,Good,Low,High,0,No,7,High School,Married,0,Entry,Medium,No,No,No,Good,Medium,0
71157,48,Female,24,Finance,7447,Excellent,Medium,Average,0,No,98,Bachelor’s Degree,Married,4,Mid,Large,No,No,No,Good,Low,1
67517,52,Female,14,Healthcare,9327,Excellent,Very High,High,1,Yes,25,Associate Degree,Divorced,0,Entry,Large,No,No,No,Fair,Medium,0
5331,19,Female,1,Healthcare,8632,Excellent,Very High,Average,0,No,67,Bachelor’s Degree,Married,0,Mid,Medium,No,No,Yes,Good,Low,1
26539,49,Male,2,Media,5850,Good,High,High,0,No,57,Master’s Degree,Single,1,Entry,Medium,No,No,No,Poor,Low,0
25975,40,Male,6,Healthcare,8060,Fair,Medium,High,1,No,44,Associate Degree,Single,0,Mid,Medium,No,No,No,Good,Medium,1
1680,55,Male,5,Technology,11674,Poor,High,Low,0,Yes,2,Associate Degree,Married,3,Mid,Large,No,No,No,Excellent,Medium,0
21570,41,Male,5,Technology,6507,Good,High,High,0,No,24,Bachelor’s Degree,Married,2,Mid,Small,Yes,No,No,Poor,Low,1
23057,33,Female,11,Finance,7710,Excellent,Medium,Average,1,Yes,99,Bachelor’s Degree,Divorced,0,Senior,Medium,No,No,Yes,Fair,High,1
15293,34,Male,16,Technology,10100,Poor,High,Average,0,No,93,PhD,Single,2,Entry,Medium,No,No,No,Good,High,0
41481,36,Male,12,Healthcare,9258,Fair,Very High,Below Average,0,No,68,Bachelor’s Degree,Single,1,Entry,Small,No,No,No,Poor,Medium,0
39731,43,Female,12,Technology,8074,Good,High,Average,2,No,2,High School,Single,0,Senior,Small,No,No,No,Fair,Low,1
10709,45,Male,7,Education,4430,Excellent,Very High,Below Average,0,No,63,Associate Degree,Married,0,Mid,Large,No,No,No,Good,High,1
64492,36,Female,8,Finance,11475,Poor,Very High,Average,1,No,62,Master’s Degree,Married,4,Mid,Large,No,No,No,Good,Medium,0
3086,55,Male,18,Education,4838,Excellent,Very High,Average,1,No,67,Associate Degree,Divorced,4,Entry,Small,No,No,No,Fair,High,1
22612,45,Female,21,Technology,7841,Excellent,High,Average,1,No,88,Associate Degree,Married,4,Mid,Medium,No,No,No,Excellent,High,0
45111,52,Female,34,Technology,6670,Fair,Very High,Average,0,No,91,Associate Degree,Married,3,Mid,Medium,No,No,No,Good,Low,0
69193,40,Female,7,Technology,5853,Fair,Very High,Average,0,No,8,Associate Degree,Single,1,Entry,Small,No,No,No,Fair,High,0
15082,39,Male,7,Finance,6991,Excellent,Low,Average,1,Yes,65,Bachelor’s Degree,Married,1,Entry,Small,No,No,No,Good,Medium,1
13381,46,Female,27,Healthcare,6497,Fair,High,Low,0,No,45,Associate Degree,Married,0,Mid,Small,No,No,No,Excellent,Low,1
1062,42,Male,15,Media,5958,Fair,Very High,Average,1,No,78,Bachelor’s Degree,Single,0,Entry,Large,No,No,No,Good,Low,0
39167,51,Female,11,Technology,8832,Good,Medium,Average,1,No,70,Associate Degree,Married,3,Senior,Large,No,No,No,Good,Low,1
8672,26,Male,3,Technology,7529,Good,High,Average,0,No,20,Master’s Degree,Single,4,Entry,Small,No,No,No,Fair,Low,0
4776,32,Male,14,Media,5978,Good,High,Below Average,0,Yes,3,Bachelor’s Degree,Divorced,0,Mid,Small,No,No,No,Good,High,0
14724,54,Female,9,Media,5053,Fair,Very High,Below Average,2,Yes,11,High School,Married,3,Mid,Medium,Yes,No,No,Good,High,1
38992,51,Male,3,Media,5417,Fair,Very High,High,0,No,79,Associate Degree,Single,0,Mid,Medium,Yes,Yes,No,Good,High,0
12049,36,Male,16,Finance,7608,Fair,Medium,High,3,Yes,2,Master’s Degree,Single,0,Entry,Small,No,No,No,Good,High,1
65061,44,Male,14,Technology,7526,Poor,Very High,Average,0,No,83,PhD,Divorced,2,Entry,Medium,No,No,No,Good,Very High,0
777,51,Female,11,Technology,10620,Excellent,Medium,Low,0,No,4,Associate Degree,Married,0,Entry,Small,No,Yes,No,Fair,High,1
57511,48,Female,20,Education,4615,Excellent,High,Below Average,0,No,37,Master’s Degree,Married,3,Mid,Large,Yes,No,No,Fair,Low,1
23852,48,Male,11,Media,5808,Fair,Medium,Average,2,No,12,Master’s Degree,Married,4,Entry,Small,No,No,No,Fair,Low,1
71276,45,Female,18,Media,6168,Good,Very High,High,0,No,3,High School,Single,2,Mid,Large,No,No,Yes,Excellent,High,0
55541,55,Female,35,Media,6314,Excellent,High,Average,1,No,54,Bachelor’s Degree,Divorced,2,Senior,Medium,No,No,No,Good,High,1
8107,45,Female,10,Education,5005,Good,Medium,Average,2,Yes,3,Associate Degree,Married,4,Senior,Medium,No,No,No,Good,Low,1
36281,28,Male,6,Education,4110,Fair,High,High,2,No,48,Master’s Degree,Single,0,Entry,Medium,No,No,No,Good,High,0
34265,27,Male,9,Education,5605,Fair,Very High,Low,2,No,68,Bachelor’s Degree,Single,3,Mid,Medium,Yes,No,No,Poor,Medium,0
35545,55,Female,29,Education,4453,Good,High,Average,1,No,77,High School,Married,0,Senior,Medium,Yes,No,No,Good,Low,1
32869,56,Female,5,Education,5614,Good,Medium,Average,1,No,76,Associate Degree,Married,1,Entry,Large,Yes,No,No,Good,High,1
49258,56,Male,35,Technology,6082,Fair,High,Average,0,Yes,95,Master’s Degree,Single,1,Mid,Medium,No,No,No,Fair,Very High,0
20822,36,Female,15,Healthcare,8131,Good,Very High,Average,1,No,33,Bachelor’s Degree,Married,4,Mid,Medium,No,No,No,Good,High,1
30913,33,Male,3,Technology,8701,Good,High,Average,2,Yes,27,High School,Divorced,1,Mid,Medium,No,No,No,Fair,Medium,1
49694,39,Male,2,Healthcare,7704,Excellent,High,Average,3,No,20,Associate Degree,Married,0,Entry,Medium,No,No,No,Poor,Low,1
14085,34,Male,8,Technology,9332,Good,Low,Average,2,No,38,PhD,Single,4,Entry,Medium,No,No,Yes,Good,Low,0
54458,35,Male,9,Technology,7486,Poor,High,Average,2,No,1,High School,Married,2,Senior,Medium,No,Yes,No,Good,Low,1
47515,23,Male,2,Healthcare,8743,Fair,Medium,Average,1,No,93,High School,Married,1,Mid,Medium,No,No,No,Good,Medium,1
70360,41,Female,16,Finance,5921,Fair,High,Low,2,Yes,44,Associate Degree,Divorced,3,Mid,Large,No,No,Yes,Good,Low,0
30828,53,Male,33,Finance,6780,Excellent,High,Average,1,Yes,86,Master’s Degree,Married,4,Entry,Small,No,No,No,Poor,Low,1
38054,23,Female,5,Technology,8735,Good,High,Average,1,Yes,9,High School,Married,3,Entry,Medium,No,No,No,Good,High,0
3378,37,Male,11,Healthcare,9501,Good,High,Average,0,No,39,High School,Single,2,Entry,Small,No,No,No,Fair,Low,0
20402,30,Female,5,Finance,6842,Fair,Medium,High,0,Yes,45,High School,Married,5,Mid,Small,No,No,No,Good,Medium,1
25764,40,Female,20,Education,4174,Good,Medium,Average,1,No,58,High School,Single,0,Mid,Medium,No,No,No,Good,Low,1
26653,33,Female,1,Technology,10838,Fair,High,Average,0,No,88,Bachelor’s Degree,Single,0,Mid,Small,No,No,Yes,Fair,Low,0
31825,51,Female,16,Finance,9951,Good,High,Average,0,Yes,17,PhD,Married,1,Entry,Medium,Yes,No,No,Fair,Low,1
70295,32,Female,12,Media,5247,Good,Very High,Low,2,No,82,Bachelor’s Degree,Single,0,Senior,Medium,Yes,No,No,Good,Low,1
70872,30,Male,8,Finance,4600,Good,Very High,Average,0,Yes,66,High School,Single,0,Mid,Small,Yes,No,No,Good,High,1
47513,48,Male,2,Media,5963,Excellent,High,High,2,Yes,76,High School,Married,6,Senior,Medium,No,No,No,Poor,Medium,1
53729,51,Male,6,Technology,7948,Fair,High,Average,2,Yes,74,Master’s Degree,Married,1,Entry,Large,No,No,No,Good,Medium,0
68125,40,Female,11,Finance,8489,Good,Very High,Average,0,No,60,Master’s Degree,Married,1,Senior,Medium,No,No,No,Poor,High,1
25156,39,Male,16,Finance,7908,Excellent,Very High,Average,0,Yes,76,Bachelor’s Degree,Married,3,Entry,Small,No,No,No,Fair,Low,0
1979,36,Male,3,Technology,7379,Poor,High,High,0,No,76,Associate Degree,Divorced,3,Entry,Small,No,No,No,Good,Medium,0
9852,59,Female,32,Education,3675,Poor,Very High,Average,0,No,21,Master’s Degree,Single,3,Entry,Small,No,No,Yes,Fair,Low,0
74185,36,Female,12,Technology,8656,Fair,Low,High,0,Yes,73,Bachelor’s Degree,Single,1,Mid,Small,Yes,No,No,Good,Low,0
58652,39,Male,14,Technology,10965,Fair,High,High,2,Yes,12,High School,Married,3,Entry,Medium,Yes,No,No,Good,Very High,1
71196,59,Male,15,Healthcare,7740,Good,Low,Average,0,No,77,Associate Degree,Single,4,Entry,Medium,Yes,No,No,Good,High,1
24035,51,Male,12,Healthcare,8017,Good,High,Average,4,No,20,Master’s Degree,Married,3,Mid,Medium,Yes,No,No,Fair,Low,1
38962,54,Female,1,Healthcare,8445,Fair,Very High,Average,0,No,47,Associate Degree,Divorced,0,Senior,Small,No,No,No,Good,High,1
68088,40,Female,7,Healthcare,8541,Fair,High,Below Average,3,No,79,Bachelor’s Degree,Married,1,Mid,Medium,No,No,No,Good,High,1
31167,25,Female,4,Media,6444,Fair,Very High,Below Average,0,No,18,Bachelor’s Degree,Single,3,Senior,Small,No,Yes,No,Good,Medium,0
68729,49,Male,24,Finance,9156,Good,High,High,0,No,88,Master’s Degree,Married,0,Entry,Medium,No,No,No,Poor,High,1
59068,22,Male,1,Technology,9744,Poor,High,Average,2,Yes,60,Master’s Degree,Married,0,Entry,Large,No,No,No,Fair,Low,0
48853,48,Male,13,Education,4867,Good,High,High,0,Yes,8,Bachelor’s Degree,Single,1,Entry,Medium,No,No,No,Good,Medium,0
66752,37,Female,12,Healthcare,7825,Poor,Very High,Average,0,Yes,70,Bachelor’s Degree,Married,2,Senior,Large,No,No,Yes,Good,Low,0
11046,53,Male,12,Healthcare,9361,Fair,Low,Average,0,No,1,PhD,Married,3,Mid,Medium,No,No,No,Fair,Medium,1
63599,47,Male,12,Technology,8489,Fair,Low,Average,0,No,82,Associate Degree,Married,0,Mid,Medium,Yes,No,No,Good,Low,1
36337,51,Male,19,Education,4764,Excellent,Very High,Below Average,1,No,36,Bachelor’s Degree,Married,5,Mid,Small,Yes,No,No,Good,Low,1
36421,42,Male,21,Healthcare,7583,Good,Very High,Average,1,No,72,High School,Married,1,Senior,Medium,No,No,Yes,Good,High,1
39933,51,Male,25,Education,4922,Excellent,Medium,Average,0,Yes,44,Bachelor’s Degree,Divorced,3,Entry,Medium,No,No,No,Fair,Medium,1
9549,50,Male,11,Media,6652,Good,Very High,Average,2,Yes,83,Associate Degree,Married,1,Mid,Small,No,No,Yes,Poor,Low,1
40153,47,Male,15,Media,6360,Excellent,High,Average,2,Yes,44,Bachelor’s Degree,Married,1,Mid,Small,No,No,No,Poor,Low,1
39548,43,Male,6,Media,7001,Good,High,Average,1,No,66,Bachelor’s Degree,Married,1,Mid,Medium,No,No,No,Poor,High,1
32797,33,Male,4,Technology,7177,Fair,Low,Average,0,Yes,95,Bachelor’s Degree,Divorced,0,Mid,Medium,No,No,Yes,Good,Medium,1
33941,26,Male,8,Finance,7107,Excellent,Very High,Below Average,0,No,64,Bachelor’s Degree,Single,1,Entry,Large,No,No,No,Good,Medium,0
16681,27,Female,8,Education,4200,Fair,High,Below Average,2,Yes,63,Associate Degree,Divorced,4,Senior,Small,No,No,No,Poor,High,1
66825,50,Female,21,Healthcare,7583,Good,High,Average,0,No,69,Bachelor’s Degree,Divorced,4,Entry,Large,Yes,No,No,Good,Medium,1
25811,44,Male,1,Finance,10703,Fair,Medium,Average,0,No,80,Master’s Degree,Single,0,Entry,Medium,No,No,Yes,Poor,Medium,0
30682,43,Male,7,Technology,8644,Excellent,High,Average,0,Yes,86,Associate Degree,Single,1,Entry,Medium,No,No,No,Poor,Medium,0
41271,45,Female,7,Healthcare,7043,Poor,Medium,Average,1,No,34,Master’s Degree,Divorced,2,Entry,Large,No,No,No,Poor,Medium,0
10190,34,Female,16,Media,5572,Fair,Low,High,0,No,39,Master’s Degree,Divorced,1,Mid,Medium,No,No,No,Poor,Medium,0
12543,44,Female,24,Healthcare,6525,Good,Medium,Average,0,No,48,High School,Divorced,4,Mid,Medium,Yes,No,No,Excellent,Medium,1
73652,30,Female,3,Technology,7006,Fair,Medium,Average,0,Yes,40,Bachelor’s Degree,Married,3,Mid,Large,No,No,No,Fair,Medium,1
47024,50,Female,1,Education,5233,Good,High,High,1,No,85,PhD,Married,0,Entry,Small,No,No,No,Good,Low,1
67148,41,Female,2,Healthcare,10001,Good,Very High,High,1,Yes,36,Master’s Degree,Married,3,Senior,Large,Yes,No,No,Poor,Medium,1
17535,57,Female,32,Education,3889,Excellent,Very High,Low,0,Yes,70,High School,Single,1,Entry,Medium,No,No,No,Good,Low,0
66761,29,Female,2,Finance,8510,Fair,Low,Below Average,0,Yes,32,Master’s Degree,Married,0,Senior,Medium,No,No,No,Good,Low,0
33390,50,Male,3,Technology,8742,Fair,Low,Average,3,No,63,Bachelor’s Degree,Married,0,Mid,Small,No,No,No,Good,High,1
37329,38,Female,6,Education,3861,Good,Very High,Average,3,No,55,PhD,Married,3,Entry,Medium,No,No,No,Good,Low,1
46383,23,Male,5,Finance,9129,Good,High,Average,1,No,30,High School,Married,3,Entry,Large,No,No,No,Good,Low,1
4033,42,Male,1,Education,4305,Fair,High,Average,1,Yes,55,Bachelor’s Degree,Married,2,Mid,Large,No,No,No,Good,Medium,1
